spotify_id,name,artists,popularity,is_explicit,duration,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
1QoyuMHNBe7lg3YW4Qtll4,St. Chroma (feat. Daniel Caesar),"Tyler, The Creator, Daniel Caesar",79,TRUE,197.019,CHROMAKOPIA,2024/10/28,0.576,0.884,0,-5.058,1,0.555,0.357,0,0.368,0.373,150.45,4
7hR22TOX3RorxJPcsz5Wbo,Love Somebody,Morgan Wallen,71,FALSE,204.828,Love Somebody,2024/10/18,0.619,0.843,5,-5.348,0,0.0284,0.00948,0.000118,0.164,0.746,122.064,4
5vNRhkKd0yEAg8suGBpjeY,APT.,"ROSÉ, Bruno Mars",95,FALSE,169.917,APT.,2024/10/18,0.777,0.783,0,-4.477,0,0.26,0.0283,0,0.355,0.939,149.027,4
2CspwnypzT7rcWI9RfsoSb,Mantra,JENNIE,75,TRUE,136.627,Mantra,2024/10/10,0.894,0.725,10,-4.984,0,0.0432,0.00434,0.0000115,0.0815,0.838,116.988,4
6KYOlIwDHbrbeBbJEtQ0Fj,オトノケ - Otonoke,Creepy Nuts,82,FALSE,185.626,オトノケ - Otonoke,2024/10/4,0.517,0.842,1,-6.905,1,0.348,0.062,0.0575,0.158,0.643,169.745,4
5skCbGGAnc7Ns18Figz54h,Bunny Girl,AKASAKI,75,FALSE,217.492,Bunny Girl,2024/10/2,0.729,0.682,5,-8.726,0,0.0593,0.00174,0,0.197,0.683,159.932,4
1Es7AUAhQvapIcoh3qMKDL,Timeless (with Playboi Carti),"The Weeknd, Playboi Carti",88,TRUE,256,Timeless,2024/9/27,0.769,0.722,11,-5.485,0,0.0507,0.0584,0.00000256,0.111,0.57,119.973,4
2cZOYofOX4d6g0OXxkaIjA,ALL RED,Playboi Carti,70,TRUE,148.053,ALL RED,2024/9/13,0.76,0.663,9,-4.763,0,0.0551,0.109,0,0.305,0.209,143.082,4
5G2f63n7IPVPPjfNIGih7Q,Taste,Sabrina Carpenter,95,FALSE,157.279,Short n' Sweet,2024/8/23,0.674,0.907,3,-4.086,1,0.064,0.101,0,0.297,0.721,112.964,4
5IZXB5IKAD2qlvTPJYDCFB,I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",70,TRUE,178.205,F-1 Trillion,2024/8/16,0.644,0.874,0,-4.723,1,0.0265,0.0113,0,0.227,0.753,128.017,4
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",100,FALSE,251.667,Die With A Smile,2024/8/16,0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969,3
3HrHhTWonBqF4mDasi8xvC,BACKBONE,"Chase & Status, Stormzy",76,TRUE,166.448,BACKBONE,2024/8/8,0.777,0.934,2,-0.959,1,0.254,0.285,0.0000386,0.275,0.637,88.009,4
3WOhcATHxK2SLNeP5W3v1v,Guess featuring Billie Eilish,"Charli xcx, Billie Eilish",87,FALSE,143.33,Guess featuring Billie Eilish,2024/8/1,0.776,0.667,7,-6.622,1,0.0983,0.0146,0.3,0.0761,0.618,130.019,4
2262bWmqomIaJXwCRHr13j,Sailor Song,Gigi Perez,91,FALSE,211.978,Sailor Song,2024/7/26,0.494,0.413,11,-10.432,1,0.0254,0.682,0.0000672,0.193,0.273,94.938,4
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,92,FALSE,170.887,MUSE,2024/7/19,0.66,0.756,0,-3.743,0,0.032,0.00289,0,0.193,0.838,116.034,4
5ocSQW5sIUIOFojwXEz9Ki,Supernatural,NewJeans,70,FALSE,191,Supernatural,2024/6/21,0.699,0.708,10,-4.182,0,0.0496,0.185,0.00000843,0.0921,0.863,108.887,4
1AtFSBJibfaqfiOByQCwZ5,Small girl (feat. D.O.),"Lee Young Ji, D.O.",70,FALSE,189.706,16 Fantasy,2024/6/21,0.77,0.597,1,-4.901,1,0.223,0.53,0,0.239,0.875,170.022,4
580BvW3DyUNoYFgQgoD2GI,Hold On,"高爾宣 OSN, Patrick Brasca",58,FALSE,180.121,Hold On,2024/6/14,0.592,0.671,9,-5.054,1,0.0393,0.0152,0,0.318,0.207,76.037,4
5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Sabrina Carpenter,97,TRUE,186.365,Please Please Please,2024/6/6,0.669,0.586,9,-6.073,1,0.054,0.274,0,0.104,0.579,107.071,4
5fZJQrFKWQLb7FpJXZ1g7K,A Bar Song (Tipsy),Shaboozey,87,TRUE,171.291,"Where I've Been, Isn't Where I'm Going",2024/5/31,0.722,0.706,9,-4.857,1,0.0292,0.072,0,0.067,0.599,80.969,4
2HYFX63wP3otVIvopRS99Z,Houdini,Eminem,87,TRUE,227.239,Houdini,2024/5/31,0.936,0.887,9,-2.76,0,0.0683,0.0292,0.00000188,0.0582,0.889,127.003,4
38tXZcL1gZRfbqfOG0VMTH,How Sweet,NewJeans,81,FALSE,219.026,How Sweet,2024/5/24,0.803,0.895,1,-2.888,1,0.0623,0.0816,0.00000567,0.154,0.757,124.994,4
629DixmZGHc7ILtEntuiWE,LUNCH,Billie Eilish,93,FALSE,179.586,HIT ME HARD AND SOFT,2024/5/17,0.893,0.4,11,-7.981,0,0.0643,0.0452,0.0823,0.0632,0.945,124.987,4
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,100,FALSE,210.373,HIT ME HARD AND SOFT,2024/5/17,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
351KkakA2YtGEXqSEIIasy,Supernova,aespa,80,FALSE,178.88,Supernova,2024/5/13,0.744,0.747,11,-4.281,0,0.0824,0.00691,0.00000203,0.0739,0.368,120.077,4
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,97,TRUE,274.192,Not Like Us,2024/5/4,0.898,0.472,1,-7.001,1,0.0776,0.0107,0,0.141,0.214,101.061,4
77DRzu7ERs0TX3roZcre7Q,euphoria,Kendrick Lamar,87,TRUE,383.639,euphoria,2024/4/30,0.831,0.643,1,-5.002,1,0.11,0.046,0,0.084,0.142,139.948,4
5AJ9hqTS2wcFQCELCFRO7A,MILLION DOLLAR BABY,Tommy Richman,3,FALSE,155.151,MILLION DOLLAR BABY,2024/4/26,0.852,0.697,1,-5.52,0,0.0439,0.0973,0.00037,0.0678,0.919,138.029,4
2OzhQlSqBEmt7hmkYxfT6m,Fortnight (feat. Post Malone),"Taylor Swift, Post Malone",93,FALSE,228.965,THE TORTURED POETS DEPARTMENT,2024/4/18,0.675,0.397,11,-10.895,1,0.0245,0.499,0.00000585,0.0939,0.319,95.988,4
2qSkIjg1o9h3YT9RAgYN75,Espresso,Sabrina Carpenter,99,TRUE,175.459,Espresso,2024/4/12,0.701,0.76,0,-5.478,1,0.0285,0.107,0.0000654,0.185,0.69,103.969,4
78W4mTLIh4qoLu92W4IQhO,ライラック,Mrs. GREEN APPLE,77,FALSE,288.2,ライラック,2024/4/11,0.531,0.794,10,-4.363,1,0.0964,0.0176,0,0.082,0.775,149.923,4
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Chappell Roan,96,FALSE,218.423,"Good Luck, Babe!",2024/4/5,0.7,0.582,11,-5.96,0,0.0356,0.0502,0,0.0881,0.785,116.712,4
7wLShogStyDeZvL0a6daN5,TEXAS HOLD 'EM,Beyoncé,41,TRUE,233.456,COWBOY CARTER,2024/3/29,0.727,0.711,2,-6.549,1,0.078,0.582,0,0.158,0.375,110.012,4
1aKvZDoLGkNMxoRYgkckZG,Magnetic,ILLIT,87,FALSE,160.688,SUPER REAL ME,2024/3/25,0.797,0.668,6,-5.819,1,0.0687,0.257,0,0.0876,0.69,131.067,4
2tudvzsrR56uom6smgOcSf,Like That,"Future, Metro Boomin",74,TRUE,267.706,WE DON'T TRUST YOU,2024/3/22,0.814,0.676,11,-4.67,0,0.231,0.00709,0.0000128,0.119,0.312,162.012,4
0AjmK0Eai4zGrLaJwPvrDp,Too Sweet,Hozier,88,FALSE,251.424,Unreal Unearth: Unheard,2024/3/22,0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,4
2tudvzsrR56uom6smgOcSf,Like That,"Future, Metro Boomin, Kendrick Lamar",93,TRUE,267.706,WE DON'T TRUST YOU,2024/3/22,0.814,0.676,11,-4.67,0,0.231,0.00709,0.0000128,0.119,0.312,162.012,4
51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),Ariana Grande,89,FALSE,228.639,eternal sunshine,2024/3/8,0.645,0.663,5,-8.305,1,0.0447,0.0657,0.0000318,0.0751,0.287,115.83,4
2O4Bb2WCkjlTPO827OnBMI,EASY,LE SSERAFIM,88,FALSE,164.545,EASY,2024/2/19,0.744,0.7,0,-5.154,1,0.0507,0.189,0.00000274,0.114,0.602,165.004,4
3w0w2T288dec0mgeZZqoNN,CARNIVAL,"¥$, Kanye West, Ty Dolla $ign",88,TRUE,264.324,VULTURES 1,2024/2/9,0.594,0.811,1,-5.746,1,0.159,0.189,0,0.339,0.311,148.144,4
4m4BHvDfzIgj5LbQLuFiIp,CARNIVAL,"Kanye West, Ty Dolla $ign",90,TRUE,264.324,VULTURES 1,2024/2/9,0.596,0.81,1,-5.745,1,0.152,0.192,0,0.338,0.29,148.241,4
3w0w2T288dec0mgeZZqoNN,CARNIVAL,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",97,TRUE,264.324,VULTURES 1,2024/2/9,0.594,0.811,1,-5.746,1,0.159,0.189,0,0.339,0.311,148.144,4
1j8jqwFpFQ8YqsIJAiYFLZ,Wife,(G)I-DLE,70,FALSE,121.226,2,2024/1/29,0.899,0.823,11,-5.002,0,0.114,0.0264,0.00222,0.342,0.625,123.983,4
79AHPJd8upvNxyK2qQcY8J,HISS,Megan Thee Stallion,87,TRUE,192.818,HISS,2024/1/26,0.745,0.663,1,-5.056,1,0.423,0.078,0,0.213,0.686,167.137,4
0djkJ3iAARXRCbfbwwVc3o,Love wins all,IU,73,FALSE,271.08,Love wins all,2024/1/24,0.496,0.447,0,-5.878,1,0.0317,0.82,0,0.098,0.315,101.132,4
6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,Benson Boone,100,FALSE,180.304,Beautiful Things,2024/1/18,0.472,0.471,10,-5.692,1,0.0603,0.151,0,0.14,0.219,105.029,3
52eIcoLUM25zbQupAZYoFh,redrum,21 Savage,93,TRUE,270.697,american dream,2024/1/12,0.624,0.74,2,-8.445,1,0.0481,0.00529,0.000224,0.5,0.246,172.089,4
7gaA3wERFkFkgivjwbSvkG,"yes, and?",Ariana Grande,93,TRUE,214.994,"yes, and?",2024/1/12,0.788,0.758,1,-6.513,1,0.0505,0.198,0.000085,0.104,0.823,119.008,4
0kdqcbwei4MDWFEX5f33yG,Bling-Bang-Bang-Born,Creepy Nuts,86,FALSE,168.135,Bling-Bang-Bang-Born,2024/1/7,0.853,0.822,6,-6.836,0,0.246,0.0841,0.00985,0.166,0.746,157.013,4
72mpLVMCFHmrV31xiJj6Vt,I Hate Myself Sometimes,"Patrick Brasca, 李浩瑋 Howard Lee",58,TRUE,174.58,I Hate Myself Sometimes,2023/12/28,0.589,0.619,9,-5.651,1,0.0502,0.319,0,0.479,0.572,154.9,4
3CWq0pAKKTWb0K4yiglDc4,You’re Losing Me (From The Vault),Taylor Swift,81,FALSE,277.831,You're Losing Me (From The Vault),2023/11/29,0.747,0.391,0,-13.767,1,0.052,0.529,0.003,0.111,0.195,102.984,4
4xhsWYTOGcal8zt0J161CU,Lovin On Me,Jack Harlow,99,TRUE,138.411,Lovin On Me,2023/11/10,0.943,0.558,2,-4.911,1,0.0568,0.0026,0.00000219,0.0937,0.606,104.983,4
2HRgqmZQC0MC7GeNuDIXHN,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",90,TRUE,183.55,GOLDEN,2023/11/3,0.79,0.831,11,-4.185,1,0.044,0.312,0,0.0797,0.872,124.987,4
4vziJcnB2Qyi9o4nIRUeN7,Now And Then,The Beatles,73,FALSE,248.333,Now And Then,2023/11/2,0.442,0.605,4,-4.639,0,0.0284,0.238,0.0000644,0.307,0.358,87.194,4
1NoDTQhJsrd5rnpb6PQthK,離開的一路上,理想混蛋,68,FALSE,254.961,半熟理想,2023/10/27,0.597,0.506,2,-8.05,1,0.0267,0.0611,0,0.119,0.322,126.026,4
74X2u8JMVooG2QbjRxXwR8,Perfect Night,LE SSERAFIM,90,FALSE,159.08,Perfect Night,2023/10/27,0.697,0.82,5,-4.502,1,0.0308,0.1,0,0.0631,0.502,136.054,4
71BqAINEnezjQfxE4VuJfq,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,52,FALSE,180.381,1989 (Taylor's Version),2023/10/26,0.629,0.413,7,-13.178,1,0.055,0.345,0.0000762,0.0603,0.306,77.983,4
1Iq8oo9XkmmvCQiGOfORiz,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,94,FALSE,229.477,1989 (Taylor's Version),2023/10/26,0.596,0.658,0,-7.346,1,0.036,0.0504,0,0.127,0.176,100.012,4
2YSzYUF3jWqb9YP9VXmpjE,IDGAF (feat. Yeat),"Drake, Yeat",94,TRUE,260.111,For All The Dogs,2023/10/6,0.663,0.67,8,-8.399,1,0.271,0.0464,0.0000892,0.205,0.138,136.952,4
1hAloWiinXLPQUJxrJReb1,アイドル,YOASOBI,80,FALSE,211.733,THE BOOK 3,2023/10/4,0.457,0.941,10,-2.692,0,0.0917,0.105,0.00000138,0.437,0.876,165.783,4
1rDgAHDX95RmylxjgVW9tN,Show,Ado,72,FALSE,189.772,Show,2023/9/6,0.616,0.975,10,-0.425,0,0.208,0.172,0.00000162,0.143,0.742,132.054,4
5mjYQaktjmjcMKcUIcqz4s,Strangers,Kenya Grace,98,FALSE,172.964,Strangers,2023/9/1,0.628,0.523,11,-8.307,0,0.0946,0.701,0.00274,0.219,0.416,169.982,4
6GyUt7yJ0sOktc5HjvVnFh,在加納共和國離婚,"Firdhaus, DIOR 大穎",70,FALSE,261,在加納共和國離婚,2023/8/14,0.415,0.381,7,-9.731,1,0.0516,0.859,0,0.129,0.241,116.053,4
2N0SPREDYqILVEFSsWF5N5,Love Me Again,V,86,FALSE,182.293,Layover,2023/8/11,0.633,0.607,0,-6.182,0,0.0532,0.183,0.00000138,0.167,0.363,74.029,4
06qMRF18gwbOYYbnP2du6i,Last Christmas - Single Version,Wham!,89,FALSE,265.96,The Singles: Echoes from the Edge of Heaven,2023/7/7,0.733,0.598,2,-8.228,1,0.0278,0.212,0.00000371,0.156,0.935,107.732,4
3Ua0m0YmEjrMi9XErKcNiR,Like Crazy,Jimin,89,FALSE,212.241,FACE,2023/3/24,0.629,0.733,7,-5.445,1,0.0419,0.0025,0,0.357,0.362,120.001,4
5Rzpn60KTM11EBETHaF9Kt,我会等,承桓,72,FALSE,195.483,我会等,2023/2/3,0.713,0.449,1,-8.288,1,0.0372,0.302,0,0.174,0.34,124.067,4
5mVU4fLCwzGRyqXeXCYkE6,Three Lions 96 - Remastered,"Baddiel, Skinner & Lightning Seeds, The Lightning Seeds",44,FALSE,227.306,Three Lions (It's Coming Home for Christmas),2022/11/18,0.537,0.773,3,-6.869,1,0.0303,0.077,0,0.335,0.593,126.322,4
0mflMxspEfB0VbI1kyLiAv,Stick Season,Noah Kahan,95,FALSE,182.346,Stick Season,2022/10/14,0.662,0.488,9,-6.894,1,0.0682,0.782,0,0.102,0.817,117.913,4
3qhlB30KknSejmIvZZLjOD,End of Beginning,Djo,97,FALSE,159.245,DECIDE,2022/9/16,0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,4
5P8ZvBQoCrujjNcLAxO3Su,クリスマスソング,back number,74,FALSE,340.08,シャンデリア,2015/12/9,0.404,0.705,4,-3.324,1,0.0315,0.128,0,0.123,0.42,154.02,4
0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey,100,FALSE,241.106,Merry Christmas,1994/10/28,0.336,0.627,7,-7.463,1,0.0384,0.164,0,0.0708,0.35,150.273,4
2EjXfH91m7f8HiJN1yQg97,Rockin' Around The Christmas Tree,Brenda Lee,98,FALSE,126.266,Merry Christmas From Brenda Lee,1964/10/19,0.589,0.472,8,-8.749,1,0.0502,0.614,0,0.505,0.898,67.196,4
5RePVWy39tLpHH0WwXgBsK,Rah Tah Tah,"Tyler, The Creator",78,TRUE,165.412,CHROMAKOPIA,2024/10/28,0.661,0.878,1,-4.099,1,0.31,0.00289,0,0.381,0.514,82.557,4
1tnZxHryc2wWtjUZC1LQw5,Noid,"Tyler, The Creator",82,TRUE,284.363,Noid,2024/10/21,0.38,0.77,1,-5.993,1,0.242,0.473,0.000151,0.243,0.47,82.157,4
4PCQHOJFMV9BWq46UMVf2l,familie,Mrs. GREEN APPLE,76,FALSE,222.714,familie,2024/8/8,0.67,0.827,9,-4.481,1,0.0797,0.0516,0,0.0357,0.761,95.472,4
3LWVXp636uLT356Rj08Jaz,Be Mine,Jimin,80,FALSE,207.347,MUSE,2024/7/19,0.687,0.747,1,-5.496,0,0.0883,0.056,0.00000134,0.11,0.56,66.495,5
55u5QIlEuzCipJBtZPdJio,Renaissance,Eminem,72,TRUE,98.152,The Death of Slim Shady (Coup De Grâce),2024/7/12,0.562,0.901,11,-4.166,0,0.443,0.0695,0,0.229,0.241,199.226,4
47QP509sXnE54NwhzoMHAi,FOREVER,BABYMONSTER,59,FALSE,212.734,FOREVER,2024/7/1,0.833,0.704,0,-4.364,1,0.0502,0.102,0,0.101,0.644,129.986,4
1kPhV0KQui1phEpjnWIqUN,Smeraldo Garden Marching Band (feat. Loco),"Jimin, Loco",93,FALSE,182.84,Smeraldo Garden Marching Band (feat. Loco),2024/6/28,0.79,0.915,4,-2.251,1,0.146,0.0366,0,0.0785,0.726,97.47,4
3ECvJ97WjbbaTsCZ64pwgI,コロンブス,Mrs. GREEN APPLE,74,FALSE,227.178,コロンブス,2024/6/11,0.688,0.894,1,-4.181,0,0.0425,0.0293,0,0.129,0.937,106.983,4
1SS0WlKhJewviwEDZ6dWj0,SPOT!,"ZICO, JENNIE",86,FALSE,167.706,SPOT!,2024/4/26,0.875,0.782,5,-3.905,0,0.078,0.151,0,0.113,0.906,108.038,4
3NMrVbIVWT3fPXBj0rNDKG,The Tortured Poets Department,Taylor Swift,50,TRUE,293.048,THE TORTURED POETS DEPARTMENT,2024/4/18,0.595,0.421,0,-8.377,1,0.0261,0.0518,0.00000156,0.118,0.261,110.305,4
2F3N9tdombb64aW6VtZOdo,Down Bad,Taylor Swift,85,TRUE,261.228,THE TORTURED POETS DEPARTMENT,2024/4/18,0.546,0.36,11,-10.383,1,0.0774,0.554,0,0.0966,0.181,159.755,4
00Q3uYmFKFVYTRjbsnUq7H,I wonder,Da-iCE,77,FALSE,157.746,I wonder,2024/4/17,0.787,0.633,6,-3.882,1,0.0662,0.508,0,0.0901,0.829,124.96,4
1njlnn8ZKHI77Pe9szIONR,SHEESH,BABYMONSTER,86,FALSE,170.356,BABYMONS7ER,2024/4/1,0.774,0.728,2,-5.079,1,0.169,0.113,0,0.0473,0.461,140.041,4
2GxrNKugF82CnoRFbQfzPf,i like the way you kiss me,Artemas,98,FALSE,142.514,i like the way you kiss me,2024/3/19,0.599,0.946,11,-4.263,1,0.0447,0.000938,0.0106,0.0826,0.747,151.647,4
0PBTlQ84CBJF0tBnKGmQa6,FRI(END)S,V,87,FALSE,148.082,FRI(END)S,2024/3/15,0.466,0.601,8,-4.468,1,0.053,0.0315,0,0.0927,0.627,53.376,4
1Rweq7vNjK4kZBbGrmxQsl,bye,Ariana Grande,63,FALSE,164.927,eternal sunshine,2024/3/8,0.638,0.647,2,-4.834,0,0.028,0.217,0,0.156,0.51,110.003,4
3Sp9bi6Oj8rWmWhPXpyZ5l,都是weather你,"JOYCE 就以斯, 楊子平 ᏟᎪsᏢᎬᏒ",62,FALSE,187.177,都是weather你,2024/2/22,0.471,0.744,1,-6.648,1,0.247,0.429,0,0.171,0.495,162.801,4
5rlXuCLnMdfo85079qXHoz,FUK SUMN,"Kanye West, Ty Dolla $ign",80,TRUE,209.577,VULTURES 1,2024/2/9,0.775,0.817,4,-2.825,0,0.147,0.132,0,0.053,0.463,142.092,4
4dmruTsdHIOjfOIeaFitXK,幾億光年,Omoinotake,79,FALSE,276.918,幾億光年,2024/1/24,0.558,0.79,6,-4.372,1,0.0411,0.0138,0,0.224,0.543,95.607,4
2yUzr8Sr6ldG8vmHhZwTnz,née-nah,"21 Savage, Travis Scott, Metro Boomin",70,TRUE,220.584,american dream,2024/1/12,0.678,0.758,1,-6.524,1,0.227,0.00495,0,0.57,0.318,165.423,4
3k6q0O9JnO2GhvD6C8fs20,Closer Than This,Jimin,93,FALSE,223.302,Closer Than This,2023/12/22,0.716,0.54,0,-5.951,1,0.0381,0.389,0,0.0692,0.373,87.963,4
4oEf84vBYVftf6KmZexhVo,Northern Attitude (with Hozier),"Noah Kahan, Hozier",42,TRUE,267.256,Northern Attitude (with Hozier),2023/11/10,0.486,0.64,3,-8.027,1,0.0551,0.136,0.0000758,0.105,0.289,122.017,4
4OMJGnvZfDvsePyCwRGO7X,Houdini,Dua Lipa,58,FALSE,185.917,Houdini,2023/11/9,0.744,0.789,9,-4.876,0,0.059,0.0036,0.00144,0.0947,0.866,116.985,4
1hjRhYpWyqDpPahmSlUTlc,Style (Taylor's Version),Taylor Swift,69,FALSE,231,1989 (Taylor's Version),2023/10/26,0.575,0.824,2,-4.823,1,0.038,0.000418,0.0214,0.0901,0.292,94.971,4
5KD6AEm19QnMbfWpfoOHMl,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,91,FALSE,146.436,1989 (Taylor's Version),2023/10/26,0.793,0.512,0,-9.319,1,0.0338,0.186,0.0000381,0.0889,0.0662,109.994,4
4MTNimMDRyFZv37Thcktwa,God of Music,SEVENTEEN,74,FALSE,205.133,SEVENTEEN 11th Mini Album 'SEVENTEENTH HEAVEN',2023/10/23,0.728,0.912,11,-2.55,0,0.167,0.0458,0,0.102,0.808,120.044,4
4MjDJD8cW7iVeWInc2Bdyj,MONACO,Bad Bunny,96,TRUE,267.194,nadie sabe lo que va a pasar mañana,2023/10/13,0.787,0.621,4,-5.009,0,0.068,0.15,0.000402,0.58,0.13,139.056,4
6gcuJpHu0Ey30D5WR76y98,You & Me,JENNIE,83,FALSE,179.164,JENNIE Special Single [You & Me],2023/10/6,0.787,0.573,9,-6.197,1,0.0606,0.0147,0.0000172,0.0926,0.575,111.996,4
01qFKNWq73UfEslI0GvumE,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",89,TRUE,201.812,3D : The Remixes,2023/10/2,0.853,0.824,1,-3.287,1,0.103,0.0322,0,0.0859,0.888,108.044,4
35XxW360SO3puJQDfuaY4r,鲜花,回春丹,68,FALSE,341.441,鲜花,2023/9/30,0.337,0.552,4,-6.439,1,0.0312,0.00117,0.00000811,0.312,0.255,200.017,4
2cxcqKwQtfKq7giphxjzOu,晩餐歌,tuki.,80,FALSE,215.853,晩餐歌,2023/9/29,0.649,0.641,8,-4.665,1,0.0251,0.433,0,0.11,0.63,102.983,4
56y1jOTK0XSvJzVv9vHQBK,Paint The Town Red,Doja Cat,87,TRUE,230.48,Scarlet,2023/9/20,0.864,0.556,2,-7.683,0,0.194,0.255,0.00000385,0.112,0.726,99.974,4
3vkCueOmm7xQDoJ17W1Pm3,My Love Mine All Mine,Mitski,97,FALSE,137.773,The Land Is Inhospitable and So Are We,2023/9/15,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,4
3rUGC1vUpkDG9CZFHMur1t,greedy,Tate McRae,100,TRUE,131.872,greedy,2023/9/15,0.75,0.733,6,-3.18,0,0.0319,0.256,0,0.114,0.844,111.018,1
0GWNtMohuYUEHVZ40tcnHF,SPECIALZ,King Gnu,86,FALSE,238.986,SPECIALZ,2023/9/1,0.566,0.85,6,-4.431,0,0.0599,0.0663,0,0.319,0.722,117.048,4
4KULAymBBJcPRpk1yO4dOG,I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",93,FALSE,227.195,Zach Bryan,2023/8/25,0.429,0.453,0,-7.746,1,0.0459,0.554,0.000002,0.102,0.155,77.639,4
0teqQ0PYqVDyyXJuPOyMhu,ケセラセラ,Mrs. GREEN APPLE,77,FALSE,272.226,ANTENNA,2023/7/4,0.756,0.578,6,-4.575,0,0.0327,0.0306,0,0.0534,0.677,115.004,4
0u8rZGtXJrLtiSe34FPjGG,Like Crazy (English Version),Jimin,77,FALSE,212.253,FACE,2023/3/24,0.623,0.755,7,-5.386,1,0.0415,0.00306,0,0.387,0.32,119.957,4
5BC6kr6etk2Y9J62AyI4i3,青と夏,Mrs. GREEN APPLE,74,FALSE,270.026,Attitude,2019/10/1,0.31,0.891,4,-1.66,1,0.0469,0.00157,0,0.284,0.748,184.886,4
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,98,FALSE,178.426,Lover,2019/8/23,0.552,0.702,9,-5.707,1,0.157,0.117,0.0000206,0.105,0.564,169.994,4
4tKGFmENO69tZR9ahgZu48,Murder On The Dancefloor,Sophie Ellis-Bextor,94,FALSE,230.013,Read My Lips,2002/6/6,0.73,0.849,1,-5.281,0,0.0299,0.00234,0.000026,0.312,0.887,117.31,4
1KgfeuVn5OlsBEtoEmBa1t,Live Forever,Oasis,66,FALSE,276.866,Definitely Maybe,1994/8/29,0.335,0.776,9,-5.32,0,0.0325,0.00000927,0.00000951,0.369,0.219,90.59,4
7vQbuQcyTflfCIOu3Uzzya,Jingle Bell Rock,Bobby Helms,94,FALSE,130.973,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),1957/12/2,0.754,0.424,2,-8.463,1,0.0363,0.643,0,0.0652,0.806,119.705,4
6uPnrBgweGOcwjFL4ItAvV,Whiplash,aespa,77,FALSE,183.226,Whiplash - The 5th Mini Album,2024/10/21,0.856,0.901,8,-2.954,0,0.0455,0.0943,0.0206,0.0802,0.743,126.007,4
5sjnkOfTLCLNfkkchI2re2,UP - KARINA Solo,aespa,76,FALSE,166.64,SYNK : PARALLEL LINE - Special Digital Single,2024/10/9,0.777,0.781,6,-4.479,0,0.043,0.0137,0.00000277,0.0466,0.382,98.97,4
1JdUw14vtWg9Vt4aRfHqwl,INZM,Number_i,62,FALSE,214.241,No.Ⅰ,2024/9/23,0.71,0.813,0,-5.009,1,0.219,0.0109,0,0.177,0.558,113.005,4
2Ti4DCTo6Ag7QvaYex8A8B,Run Away,TZUYU,80,FALSE,198.32,abouTZU,2024/9/6,0.761,0.892,5,-2.588,1,0.0717,0.0244,0,0.123,0.592,129.984,4
5LclntckGFFGFUVGJk9Z4x,新しい恋人達に,back number,74,FALSE,286.546,新しい恋人達に,2024/7/15,0.299,0.626,5,-3.985,1,0.0324,0.287,0,0.088,0.314,145.404,4
2ASWo8MTESnHQhJhpMSPbF,能遇見，就很不錯了,Firdhaus,68,FALSE,229.655,能遇見，就很不錯了,2024/6/30,0.473,0.223,7,-9.585,1,0.0329,0.856,0,0.107,0.367,115.865,4
19D8LNpWwIPpi6hs9BG7dq,Bubble Gum,NewJeans,71,FALSE,200.266,How Sweet,2024/5/24,0.758,0.709,9,-3.589,1,0.0447,0.138,0,0.0765,0.529,105.005,4
7iabz12vAuVQYyekFIWJxD,BAND4BAND (feat. Lil Baby),"Central Cee, Lil Baby",88,TRUE,140.733,BAND4BAND (feat. Lil Baby),2024/5/23,0.882,0.764,11,-5.241,1,0.204,0.359,0,0.119,0.886,140.113,4
